Link,Size (KB),# of Outlinks,Content Type
https://www.foxnews.com/video/6323094054112,61.78515625,79,text/html
https://www.foxnews.com/video/6323848428112,61.1396484375,76,text/html
https://www.foxnews.com/video/6322984867112,62.4599609375,78,text/html
https://www.foxnews.com/video/6323516434112,61.2255859375,76,text/html
https://www.foxnews.com/video/topics/food-drink/drinks/non-alcoholic,268.9599609375,122,text/html
https://www.foxnews.com/video/6323560782112,61.2734375,76,text/html
https://www.foxnews.com/video/6325468166112,62.2158203125,77,text/html
https://www.foxnews.com/video/6325025969112,61.654296875,80,text/html
https://www.foxnews.com/video/6324294971112,61.4384765625,76,text/html
https://www.foxnews.com/video/6324911182112,61.3505859375,76,text/html
https://www.foxnews.com/video/6324982050112,61.2529296875,76,text/html
https://www.foxnews.com/video/6326349094112,61.2998046875,76,text/html
https://www.foxnews.com/video/6324142140112,61.1396484375,76,text/html
https://www.foxnews.com/video/6329296520112,61.4072265625,76,text/html
https://www.foxnews.com/video/6326576971112,62.41796875,80,text/html
https://www.foxnews.com/video/6330738256112,62.541015625,80,text/html
https://www.foxnews.com/video/6330951902112,61.8251953125,77,text/html
https://www.foxnews.com/video/6326944705112,62.087890625,78,text/html
https://www.foxnews.com/video/6331000778112,62.318359375,76,text/html
https://www.foxnews.com/video/6337368821112,61.5732421875,76,text/html
https://www.foxnews.com/video/6332443626112,61.4990234375,76,text/html
https://www.foxnews.com/video/6334645207112,63.796875,78,text/html
https://www.foxnews.com/video/6333475873112,61.150390625,76,text/html
https://www.foxnews.com/video/6344687909112,60.9462890625,77,text/html
https://www.foxnews.com/video/6333136558112,61.0146484375,75,text/html
https://www.foxnews.com/video/6340607601112,60.998046875,74,text/html
https://www.foxnews.com/video/6314642664112,64.001953125,82,text/html
https://www.foxnews.com/video/6314764387112,62.77734375,81,text/html
https://www.foxnews.com/video/6314656105112,65.2978515625,84,text/html
https://www.foxnews.com/video/6315135751112,63.033203125,81,text/html
https://www.foxnews.com/video/6315784014112,62.2626953125,80,text/html
https://www.foxnews.com/video/6316085881112,57.00390625,74,text/html
https://www.foxnews.com/video/6315195674112,58.7001953125,81,text/html
https://www.foxnews.com/video/6315549232112,61.32421875,80,text/html
https://www.foxnews.com/video/topics/us/immigration/amnesty,335.990234375,122,text/html
https://www.foxnews.com/video/topics/us/immigration/mexico,321.15234375,122,text/html
https://www.foxnews.com/video/6316257546112,61.3408203125,79,text/html
https://www.foxnews.com/video/6316666104112,59.28125,80,text/html
https://www.foxnews.com/video/6317339335112,61.341796875,79,text/html
https://www.foxnews.com/video/6318183843112,60.94140625,76,text/html
https://www.foxnews.com/video/6318162287112,62.193359375,80,text/html
https://www.foxnews.com/video/6317280493112,64.1953125,80,text/html
https://www.foxnews.com/video/topics/lifestyle/food/restaurants,306.916015625,122,text/html
https://www.foxnews.com/video/6317235422112,63.224609375,80,text/html
https://www.foxnews.com/video/6324958000112,61.841796875,80,text/html
https://www.foxnews.com/video/6329075630112,61.5693359375,79,text/html
https://www.foxnews.com/video/6327821917112,60.9931640625,79,text/html
https://www.foxnews.com/video/6330831023112,61.8251953125,77,text/html
https://www.foxnews.com/video/6325071891112,61.7421875,75,text/html
https://www.foxnews.com/video/topics/food-drink/food/restaurants,306.9501953125,122,text/html
https://www.foxnews.com/video/6331409289112,62.142578125,80,text/html
https://www.foxnews.com/video/6341174813112,57.435546875,79,text/html
https://www.foxnews.com/video/6341494075112,61.37890625,79,text/html
https://www.foxnews.com/video/5853130262001,55.2314453125,75,text/html
https://www.foxnews.com/video/6338372237112,57.3662109375,79,text/html
https://www.foxnews.com/video/6034373721001,58.6669921875,81,text/html
https://www.foxnews.com/video/6050016112001,60.169921875,76,text/html
https://www.foxnews.com/video/6144062668001,56.3994140625,78,text/html
https://www.foxnews.com/video/6163916085001,59.841796875,75,text/html
https://www.foxnews.com/video/6300049149001,60.7275390625,77,text/html
https://www.foxnews.com/video/6170928648001,59.2578125,74,text/html
https://www.foxnews.com/video/6310292168112,55.9169921875,77,text/html
https://www.foxnews.com/video/6310291607112,55.9169921875,77,text/html
https://www.foxnews.com/video/6310290420112,55.9208984375,77,text/html
https://www.foxnews.com/video/6305185085001,59.9658203125,73,text/html
https://www.foxnews.com/video/topics/politics/elections/gubernatorial,314.7744140625,122,text/html
https://www.foxnews.com/video/6310292412112,55.900390625,77,text/html
https://www.foxnews.com/video/6311256675112,55.765625,76,text/html
https://www.foxnews.com/video/6310375138112,54.9365234375,73,text/html
https://www.foxnews.com/video/6313890506112,61.5400390625,77,text/html
https://www.foxnews.com/video/6318181673112,63.0205078125,77,text/html
https://www.foxnews.com/video/6318140571112,61.0263671875,74,text/html
https://www.foxnews.com/video/topics/us/us-regions/west/washington,288.546875,122,text/html
https://www.foxnews.com/video/6317239093112,64.6396484375,85,text/html
https://www.foxnews.com/video/6317250218112,62.8017578125,82,text/html
https://www.foxnews.com/video/6317250826112,62.908203125,82,text/html
https://www.foxnews.com/video/6317294210112,63.0810546875,81,text/html
https://www.foxnews.com/video/6317307033112,64.326171875,83,text/html
https://www.foxnews.com/video/6317310665112,63.279296875,80,text/html
https://www.foxnews.com/video/6317311476112,65.1328125,84,text/html
https://www.foxnews.com/video/6320516910112,61.39453125,77,text/html
https://www.foxnews.com/video/6317386282112,63.4765625,82,text/html
https://www.foxnews.com/video/6317475256112,59.591796875,82,text/html
https://www.foxnews.com/video/6317739482112,64.92578125,85,text/html
https://www.foxnews.com/video/6318254803112,63.494140625,83,text/html
https://www.foxnews.com/video/6319243993112,64.3203125,83,text/html
https://www.foxnews.com/video/6318295059112,61.0341796875,76,text/html
https://www.foxnews.com/video/6318776847112,64.6396484375,85,text/html
https://www.foxnews.com/video/6317734269112,66.3271484375,88,text/html
https://www.foxnews.com/video/6314014940112,62.33984375,79,text/html
https://www.foxnews.com/video/6313850206112,62.8193359375,76,text/html
https://www.foxnews.com/video/topics/us/crime/manhunt,304.1650390625,122,text/html
https://www.foxnews.com/video/6313948437112,64.0517578125,82,text/html
https://www.foxnews.com/video/6314056690112,61.4208984375,75,text/html
https://www.foxnews.com/video/6316532154112,65.46875,82,text/html
https://www.foxnews.com/video/6315251887112,62.5498046875,79,text/html
https://www.foxnews.com/video/6315751562112,61.7431640625,77,text/html
https://www.foxnews.com/video/6316485407112,62.3349609375,77,text/html
https://www.foxnews.com/video/6318721471112,65.072265625,84,text/html
https://www.foxnews.com/video/6320079847112,65.0185546875,82,text/html
https://www.foxnews.com/video/6316645795112,62.6845703125,81,text/html
https://www.foxnews.com/video/6318906044112,65.466796875,84,text/html
https://www.foxnews.com/video/6316730154112,63.369140625,82,text/html
https://www.foxnews.com/video/6320029596112,64.0625,83,text/html
https://www.foxnews.com/video/6320309692112,57.9365234375,81,text/html
https://www.foxnews.com/video/6315122829112,64.7216796875,85,text/html
https://www.foxnews.com/video/6315115769112,63.0556640625,80,text/html
https://www.foxnews.com/video/6315138029112,63.06640625,81,text/html
https://www.foxnews.com/video/6315103214112,64.037109375,81,text/html
https://www.foxnews.com/video/6327090902112,61.62890625,80,text/html
https://www.foxnews.com/video/6315061272112,66.857421875,85,text/html
https://www.foxnews.com/video/6315107115112,62.6787109375,80,text/html
https://www.foxnews.com/video/6315075453112,64.7861328125,83,text/html
https://www.foxnews.com/video/6312948828112,63.0849609375,80,text/html
https://www.foxnews.com/video/6313701772112,60.6064453125,73,text/html
https://www.foxnews.com/video/6312963655112,59.47265625,73,text/html
https://www.foxnews.com/video/6313258031112,59.048828125,73,text/html
https://www.foxnews.com/video/6313734696112,61.5830078125,75,text/html
https://www.foxnews.com/video/6314161492112,62.4140625,77,text/html
https://www.foxnews.com/video/6314812006112,61.2333984375,75,text/html
https://www.foxnews.com/video/6314817071112,60.8173828125,76,text/html
https://www.foxnews.com/video/6316677778112,61.83203125,74,text/html
https://www.foxnews.com/video/6315199952112,59.0712890625,82,text/html
https://www.foxnews.com/video/6317280993112,61.6123046875,76,text/html
https://www.foxnews.com/video/6314747577112,61.30859375,76,text/html
https://www.foxnews.com/video/6315078721112,58.9990234375,81,text/html
https://www.foxnews.com/video/6317286094112,60.8017578125,75,text/html
https://www.foxnews.com/video/6317293065112,62.5224609375,75,text/html
https://www.foxnews.com/video/6319168673112,61.638671875,79,text/html
https://www.foxnews.com/video/6336318669112,59.064453125,81,text/html
https://www.foxnews.com/video/6331757968112,61.9677734375,79,text/html
https://www.foxnews.com/video/6336981698112,63.1689453125,80,text/html
https://www.foxnews.com/video/6335504128112,62.71875,76,text/html
https://www.foxnews.com/video/6331340435112,58.54296875,81,text/html
https://www.foxnews.com/video/6336688947112,62.3720703125,80,text/html
https://www.foxnews.com/video/6336573881112,65.6962890625,82,text/html
https://www.foxnews.com/video/6337143654112,61.45703125,79,text/html
https://www.foxnews.com/video/6336904616112,62.86328125,81,text/html
https://www.foxnews.com/video/6336774582112,62.5341796875,80,text/html
https://www.foxnews.com/video/6337018316112,63.0419921875,79,text/html
https://www.foxnews.com/video/6337080470112,63.630859375,80,text/html
https://www.foxnews.com/video/6337086725112,61.966796875,79,text/html
https://www.foxnews.com/video/6339898161112,62.5869140625,81,text/html
https://www.foxnews.com/video/6337337012112,64.46875,80,text/html
https://www.foxnews.com/video/6339901132112,58.1904296875,81,text/html
https://www.foxnews.com/video/6339904193112,57.6513671875,80,text/html
https://www.foxnews.com/video/6339927179112,65.271484375,84,text/html
https://www.foxnews.com/video/6339930818112,58.6796875,81,text/html
https://www.foxnews.com/video/6339933123112,62.904296875,81,text/html
https://www.foxnews.com/video/6339936507112,63.8203125,81,text/html
https://www.foxnews.com/video/6339940068112,63.4697265625,82,text/html
https://www.foxnews.com/video/6339968056112,61.376953125,79,text/html
https://www.foxnews.com/video/6339973437112,58.2509765625,81,text/html
https://www.foxnews.com/video/6339978342112,62.7421875,80,text/html
https://www.foxnews.com/video/6345767310112,62.7587890625,76,text/html
https://www.foxnews.com/video/6339970410112,62.755859375,80,text/html
https://www.foxnews.com/video/6319953834112,63.2685546875,81,text/html
https://www.foxnews.com/video/6320910238112,63.0517578125,80,text/html
https://www.foxnews.com/video/6320407047112,60.8857421875,76,text/html
https://www.foxnews.com/video/6325038141112,63.3037109375,77,text/html
https://www.foxnews.com/video/6323074752112,62.21484375,79,text/html
https://www.foxnews.com/video/6331177159112,61.4775390625,80,text/html
https://www.foxnews.com/video/6336685226112,61.353515625,76,text/html
https://www.foxnews.com/video/6336961685112,61.5205078125,75,text/html
https://www.foxnews.com/video/6343960417112,62.970703125,79,text/html
https://www.foxnews.com/video/6315188326112,58.900390625,81,text/html
https://www.foxnews.com/video/6315165155112,63.8232421875,81,text/html
https://www.foxnews.com/video/6338844855112,60.1650390625,75,text/html
https://www.foxnews.com/video/6315189778112,58.7451171875,81,text/html
https://www.foxnews.com/video/6315188615112,63.1298828125,82,text/html
https://www.foxnews.com/video/6339796488112,61.87109375,76,text/html
https://www.foxnews.com/video/6315190975112,63.5234375,82,text/html
https://www.foxnews.com/video/topics/shows/lawrence-jones-cross-country,292.76171875,122,text/html
https://www.foxnews.com/video/6315193801112,63.5205078125,82,text/html
https://www.foxnews.com/video/6315196192112,58.7734375,80,text/html
https://www.foxnews.com/video/6315265628112,64.2314453125,82,text/html
https://www.foxnews.com/video/6315376463112,64.123046875,84,text/html
https://www.foxnews.com/video/6315233671112,65.140625,85,text/html
https://www.foxnews.com/video/6315305279112,64.6611328125,83,text/html
https://www.foxnews.com/video/6315620243112,60.794921875,76,text/html
https://www.foxnews.com/video/6315377765112,65.94921875,87,text/html
https://www.foxnews.com/video/6315973827112,58.4501953125,78,text/html
https://www.foxnews.com/video/6326738215112,63.470703125,81,text/html
https://www.foxnews.com/video/6327781112112,64.3291015625,83,text/html
https://www.foxnews.com/video/6327852150112,59.4013671875,81,text/html
https://www.foxnews.com/video/6315768973112,63.39453125,82,text/html
https://www.foxnews.com/video/6320335409112,64.7724609375,85,text/html
https://www.foxnews.com/video/6320609920112,62.2109375,77,text/html
https://www.foxnews.com/video/6326748314112,59.876953125,83,text/html
https://www.foxnews.com/video/6323338181112,63.4990234375,80,text/html
https://www.foxnews.com/video/6330982893112,62.0576171875,79,text/html
https://www.foxnews.com/video/6320917822112,67.2763671875,86,text/html
https://www.foxnews.com/video/6326194664112,62.1142578125,77,text/html
https://www.foxnews.com/video/6343854629112,63.8818359375,79,text/html
https://www.foxnews.com/video/6330179216112,64.216796875,82,text/html
https://www.foxnews.com/video/6327689156112,62.05078125,78,text/html
https://www.foxnews.com/video/6332234704112,60.58203125,84,text/html
https://www.foxnews.com/video/6338310184112,57.818359375,81,text/html
https://www.foxnews.com/video/6340739857112,62.0810546875,80,text/html
https://www.foxnews.com/video/6344013764112,63.2646484375,81,text/html
https://www.foxnews.com/video/6339457939112,64.8134765625,81,text/html
https://www.foxnews.com/video/6322639218112,64.5078125,83,text/html
https://www.foxnews.com/video/6333934402112,63.728515625,82,text/html
https://www.foxnews.com/video/6319559259112,64.6630859375,85,text/html
https://www.foxnews.com/video/6337433443112,64.599609375,86,text/html
https://www.foxnews.com/video/6322648606112,65.720703125,86,text/html
https://www.foxnews.com/video/6337443439112,66.3623046875,87,text/html
https://www.foxnews.com/video/6337576104112,66.8828125,91,text/html
https://www.foxnews.com/video/6340294078112,61.8349609375,87,text/html
https://www.foxnews.com/video/6338259703112,63.125,80,text/html
https://www.foxnews.com/video/6344065292112,66.3046875,82,text/html
https://www.foxnews.com/video/6337662150112,65.9658203125,86,text/html
https://www.foxnews.com/video/6344177253112,64.205078125,82,text/html
https://www.foxnews.com/video/6343620327112,63.3740234375,90,text/html
https://www.foxnews.com/video/topics/us/us-regions/southwest/arizona,274.3740234375,122,text/html
https://www.foxnews.com/video/6321062886112,61.74609375,75,text/html
https://www.foxnews.com/video/6339923863112,62.533203125,78,text/html
https://www.foxnews.com/video/6339938845112,64.140625,83,text/html
https://www.foxnews.com/video/6328688452112,61.1416015625,76,text/html
https://www.foxnews.com/video/6336391681112,62.1953125,78,text/html
https://www.foxnews.com/video/6338416630112,64.5380859375,83,text/html
https://www.foxnews.com/video/6340872478112,63.2119140625,79,text/html
https://www.foxnews.com/video/6338478762112,63.0458984375,81,text/html
https://www.foxnews.com/video/6341549762112,62.0712890625,80,text/html
https://www.foxnews.com/video/6343894709112,61.9541015625,79,text/html
https://www.foxnews.com/video/6343518678112,64.337890625,80,text/html
https://www.foxnews.com/video/6129817180001,57.125,76,text/html
https://www.foxnews.com/video/6179332599001,56.6318359375,76,text/html
https://www.foxnews.com/video/6344058809112,64.3095703125,82,text/html
https://www.foxnews.com/video/6121788124001,56.2802734375,78,text/html
https://www.foxnews.com/video/6297294313001,61.5869140625,75,text/html
https://www.foxnews.com/video/6133265593001,61.5048828125,77,text/html
https://www.foxnews.com/video/6297297528001,60.171875,75,text/html
https://www.foxnews.com/video/6304868829001,63.67578125,78,text/html
https://www.foxnews.com/video/6311399686112,57.6171875,79,text/html
https://www.foxnews.com/video/6328292877112,62.1123046875,79,text/html
https://www.foxnews.com/video/6307048514112,61.205078125,75,text/html
https://www.foxnews.com/video/6308665107112,60.849609375,75,text/html
https://www.foxnews.com/video/6327612576112,61.5126953125,74,text/html
https://www.foxnews.com/video/6321808421112,63.173828125,80,text/html
https://www.foxnews.com/video/6333813878112,63.0830078125,81,text/html
https://www.foxnews.com/video/6323949138112,62.4833984375,79,text/html
https://www.foxnews.com/video/6334714320112,61.943359375,76,text/html
https://www.foxnews.com/video/6324219684112,62.0830078125,81,text/html
https://www.foxnews.com/video/6324098013112,58.7451171875,79,text/html
https://www.foxnews.com/video/6332576578112,61.4326171875,75,text/html
https://www.foxnews.com/video/6335141629112,61.1533203125,79,text/html
https://www.foxnews.com/video/6335452806112,60.7333984375,75,text/html
https://www.foxnews.com/video/6346014946112,61.7998046875,76,text/html
https://www.foxnews.com/video/6331465918112,63.0576171875,81,text/html
https://www.foxnews.com/video/6335408070112,63.9091796875,82,text/html
https://www.foxnews.com/video/6335407288112,59.2109375,81,text/html
https://www.foxnews.com/video/6335283807112,60.73828125,75,text/html
https://www.foxnews.com/video/6346015604112,61.291015625,76,text/html
https://www.foxnews.com/video/6346023987112,66.4619140625,86,text/html
https://www.foxnews.com/video/6345680483112,62.1396484375,79,text/html
https://www.foxnews.com/video/6345849341112,62.4697265625,79,text/html
https://www.foxnews.com/video/6346035039112,64.619140625,83,text/html
https://www.foxnews.com/video/6346309122112,60.8720703125,75,text/html
https://www.foxnews.com/video/6341000007112,61.599609375,76,text/html
https://www.foxnews.com/video/6345849740112,63.4306640625,80,text/html
https://www.foxnews.com/video/topics/entertainment/features/exclusive,284.478515625,122,text/html
https://www.foxnews.com/video/6345909403112,62.607421875,79,text/html
https://www.foxnews.com/video/6346379603112,64.6591796875,84,text/html
https://www.foxnews.com/video/6346377213112,64.0107421875,83,text/html
https://www.foxnews.com/video/6345973600112,62.5517578125,79,text/html
https://www.foxnews.com/video/6346038291112,63.4580078125,81,text/html
https://www.foxnews.com/video/6346037885112,62.814453125,79,text/html
https://www.foxnews.com/video/topics/us/military/coast-guard,294.05078125,122,text/html
https://www.foxnews.com/video/6346323859112,62.5712890625,79,text/html
https://www.foxnews.com/video/6346381239112,63.142578125,79,text/html
https://www.foxnews.com/video/6346380136112,61.8720703125,79,text/html
https://www.foxnews.com/video/6346768844112,62.44140625,80,text/html
https://www.foxnews.com/video/6346113361112,62.693359375,79,text/html
https://www.foxnews.com/video/6346457175112,62.8583984375,80,text/html
https://www.foxnews.com/video/6346521843112,62.802734375,79,text/html
https://www.foxnews.com/video/6346323983112,63.2880859375,80,text/html
https://www.foxnews.com/video/6346771030112,62.466796875,79,text/html
https://www.foxnews.com/video/6346910089112,62.73046875,80,text/html
https://www.foxnews.com/video/6329971186112,60.751953125,75,text/html
https://www.foxnews.com/video/6346841491112,62.6865234375,79,text/html
https://www.foxnews.com/video/topics/politics/primary-debate-videos,321.720703125,122,text/html
https://www.foxnews.com/video/6336769937112,58.546875,80,text/html
https://www.foxnews.com/video/6331154868112,61.2490234375,75,text/html
https://www.foxnews.com/video/6332179873112,61.5205078125,78,text/html
https://www.foxnews.com/video/6336964498112,64.2705078125,80,text/html
https://www.foxnews.com/video/6337033349112,61.423828125,76,text/html
https://www.foxnews.com/video/6337023597112,65.890625,85,text/html
https://www.foxnews.com/video/6337153773112,62.982421875,81,text/html
https://www.foxnews.com/video/6337145235112,64.7978515625,81,text/html
https://www.foxnews.com/video/6337040239112,56.73828125,76,text/html
https://www.foxnews.com/video/6337165724112,57.05078125,76,text/html
https://www.foxnews.com/video/6337017315112,57.4091796875,79,text/html
https://www.foxnews.com/video/6339974473112,66.712890625,84,text/html
https://www.foxnews.com/video/6342298425112,62.21875,75,text/html
https://www.foxnews.com/video/6341276739112,61.794921875,75,text/html
https://www.foxnews.com/video/6339973809112,58.478515625,80,text/html
https://www.foxnews.com/video/6342363031112,62.626953125,81,text/html
https://www.foxnews.com/video/6340433443112,63.15234375,80,text/html
https://www.foxnews.com/video/6144105904001,62.369140625,79,text/html
https://www.foxnews.com/video/6149548830001,62.79296875,79,text/html
https://www.foxnews.com/video/6339665701112,61.724609375,76,text/html
https://www.foxnews.com/video/6088187638001,62.7529296875,80,text/html
https://www.foxnews.com/video/6016878005001,60.35546875,77,text/html
https://www.foxnews.com/video/6024891224001,61.5859375,77,text/html
https://www.foxnews.com/video/6107595525001,60.5078125,76,text/html
https://www.foxnews.com/video/6050838374001,60.5283203125,77,text/html
https://www.foxnews.com/video/6054364104001,61.146484375,77,text/html
https://www.foxnews.com/video/6125319035001,61.96875,77,text/html
https://www.foxnews.com/video/6306953241112,63.544921875,78,text/html
https://www.foxnews.com/video/6250932305001,57.9150390625,78,text/html
https://www.foxnews.com/video/6309811950112,63.205078125,76,text/html
https://www.foxnews.com/video/6215908426001,57.0361328125,74,text/html
https://www.foxnews.com/video/6216389853001,59.529296875,74,text/html
https://www.foxnews.com/video/6306979860112,55.841796875,74,text/html
https://www.foxnews.com/video/6309849127112,60.46484375,77,text/html
https://www.foxnews.com/video/6311336266112,62.494140625,76,text/html
https://www.foxnews.com/video/6311957753112,62.2626953125,78,text/html
https://www.foxnews.com/video/6337997503112,64.3515625,80,text/html
https://www.foxnews.com/video/6337998267112,64.578125,81,text/html
https://www.foxnews.com/video/6337997808112,64.923828125,82,text/html
https://www.foxnews.com/video/6338009509112,63.8271484375,80,text/html
https://www.foxnews.com/video/topics/us/us-regions/northeast/massachusetts,274.0537109375,122,text/html
https://www.foxnews.com/video/6338199062112,60.267578125,83,text/html
https://www.foxnews.com/video/6338143345112,65.1474609375,81,text/html
https://www.foxnews.com/video/6338156424112,66.130859375,82,text/html
https://www.foxnews.com/video/6340758882112,63.6005859375,81,text/html
https://www.foxnews.com/video/6312299854112,62.6103515625,75,text/html
https://www.foxnews.com/video/6313328033112,61.7158203125,76,text/html
https://www.foxnews.com/video/6313245703112,62.169921875,74,text/html
https://www.foxnews.com/video/topics/us/us-regions/southwest/new-mexico,273.4033203125,122,text/html
https://www.foxnews.com/video/6313599277112,55.966796875,74,text/html
https://www.foxnews.com/video/6319224938112,62.3603515625,80,text/html
https://www.foxnews.com/video/6319784282112,62.1884765625,75,text/html
https://www.foxnews.com/video/6317449703112,65.0966796875,82,text/html
https://www.foxnews.com/video/6319142183112,61.5478515625,76,text/html
https://www.foxnews.com/video/6329802020112,62.0390625,75,text/html
https://www.foxnews.com/video/topics/entertainment/tv,300.3095703125,120,text/html
https://www.foxnews.com/video/topics/sports/ufc,300.1884765625,120,text/html
https://www.foxnews.com/video/6329860320112,63.537109375,79,text/html
https://www.foxnews.com/video/topics/entertainment/features,295.3525390625,122,text/html
https://www.foxnews.com/video/6332501339112,61.4580078125,76,text/html
https://www.foxnews.com/video/6344209891112,62.1943359375,76,text/html
https://www.foxnews.com/video/6329814781112,61.4658203125,78,text/html
https://www.foxnews.com/video/6329926980112,63.9580078125,83,text/html
https://www.foxnews.com/video/6339723020112,60.1318359375,74,text/html
https://www.foxnews.com/video/6130112024001,61.880859375,77,text/html
https://www.foxnews.com/video/6341492213112,61.439453125,76,text/html
https://www.foxnews.com/video/6125886706001,59.419921875,77,text/html
https://www.foxnews.com/video/6125889043001,60.5771484375,77,text/html
https://www.foxnews.com/video/6134561692001,61.68359375,77,text/html
https://www.foxnews.com/video/6134561707001,62.2744140625,78,text/html
https://www.foxnews.com/video/6132571211001,61.7412109375,77,text/html
https://www.foxnews.com/video/6136630188001,62.9541015625,79,text/html
https://www.foxnews.com/video/6139122544001,62.259765625,78,text/html
https://www.foxnews.com/video/6318409155112,61.11328125,75,text/html
https://www.foxnews.com/video/6323517807112,59.1767578125,74,text/html
https://www.foxnews.com/video/6137893807001,62.0751953125,77,text/html
https://www.foxnews.com/video/6318563438112,62.72265625,80,text/html
https://www.foxnews.com/video/6138769127001,62.470703125,79,text/html
https://www.foxnews.com/video/6318414860112,60.30859375,75,text/html
https://www.foxnews.com/video/6318515877112,61.12109375,75,text/html
https://www.foxnews.com/video/6318521635112,59.9658203125,75,text/html
https://www.foxnews.com/video/6318520866112,60.708984375,75,text/html
https://www.foxnews.com/video/6318819064112,58.7919921875,81,text/html
https://www.foxnews.com/video/6318520503112,63.384765625,81,text/html
https://www.foxnews.com/video/6345040321112,63.3056640625,80,text/html
https://www.foxnews.com/video/6318690191112,59.0029296875,81,text/html
https://www.foxnews.com/video/3782154623001,59.421875,78,text/html
https://www.foxnews.com/video/4861878953001,56.0859375,77,text/html
https://www.foxnews.com/video/4910505723001,60.1728515625,77,text/html
https://www.foxnews.com/video/4910546834001,59.8408203125,78,text/html
https://www.foxnews.com/video/4909824582001,60.662109375,77,text/html
https://www.foxnews.com/video/4910576627001,60.025390625,77,text/html
https://www.foxnews.com/video/5823077713001,56.919921875,78,text/html
https://www.foxnews.com/video/4910522214001,60.31640625,77,text/html
https://www.foxnews.com/video/5202358362001,60.15234375,77,text/html
https://www.foxnews.com/video/5831503136001,57.125,77,text/html
https://www.foxnews.com/video/6137626365001,59.9794921875,77,text/html
https://www.foxnews.com/video/6140560540001,61.5634765625,77,text/html
https://www.foxnews.com/video/6146109261001,61.5068359375,78,text/html
https://www.foxnews.com/video/6137739556001,61.4619140625,77,text/html
https://www.foxnews.com/video/6146682443001,63.578125,82,text/html
https://www.foxnews.com/video/6142347623001,62.50390625,81,text/html
https://www.foxnews.com/video/6148151756001,61.9951171875,78,text/html
https://www.foxnews.com/video/6273033962001,60.7958984375,77,text/html
https://www.foxnews.com/video/6198856314001,64.7861328125,83,text/html
https://www.foxnews.com/video/6273419594001,60.4619140625,76,text/html
https://www.foxnews.com/video/6202822564001,65.4375,83,text/html
https://www.foxnews.com/video/6203650568001,64.47265625,83,text/html
https://www.foxnews.com/video/6204264062001,64.4853515625,83,text/html
https://www.foxnews.com/video/6273008698001,60.453125,76,text/html
https://www.foxnews.com/video/6275651827001,60.54296875,76,text/html
https://www.foxnews.com/video/6275996751001,60.02734375,76,text/html
https://www.foxnews.com/video/6285715762001,62.185546875,77,text/html
https://www.foxnews.com/video/6311983843112,63.1474609375,79,text/html
https://www.foxnews.com/video/5832228447001,56.4150390625,77,text/html
https://www.foxnews.com/video/6311274814112,57.4453125,76,text/html
https://www.foxnews.com/video/6311275017112,57.2509765625,76,text/html
https://www.foxnews.com/video/5860495518001,56.3662109375,77,text/html
https://www.foxnews.com/video/6276785635001,60.12109375,76,text/html
https://www.foxnews.com/video/6313383195112,61.4287109375,74,text/html
https://www.foxnews.com/video/6290959303001,55.9169921875,74,text/html
https://www.foxnews.com/video/6293522050001,61.0263671875,77,text/html
https://www.foxnews.com/video/6087123069001,59.5634765625,78,text/html
https://www.foxnews.com/video/6297002165001,57.732421875,75,text/html
https://www.foxnews.com/video/6310656445112,61.70703125,77,text/html
https://www.foxnews.com/video/6087419508001,60.8388671875,78,text/html
https://www.foxnews.com/video/6246203506001,62.2607421875,79,text/html
https://www.foxnews.com/video/6345822618112,63.541015625,81,text/html
https://www.foxnews.com/video/6310911217112,63.046875,81,text/html
https://www.foxnews.com/video/6325217302112,61.6669921875,75,text/html
https://www.foxnews.com/video/6328509780112,61.23828125,76,text/html
https://www.foxnews.com/video/6318855523112,60.5361328125,75,text/html
https://www.foxnews.com/video/6312270890112,63.1748046875,79,text/html
https://www.foxnews.com/video/6315081590112,59.5068359375,81,text/html
https://www.foxnews.com/video/6318862802112,60.6748046875,75,text/html
https://www.foxnews.com/video/6331068958112,60.9541015625,75,text/html
https://www.foxnews.com/video/6318860932112,60.443359375,75,text/html
https://www.foxnews.com/video/6318929056112,62.0234375,76,text/html
https://www.foxnews.com/video/6318926672112,61.41015625,76,text/html
https://www.foxnews.com/video/6319975501112,60.41015625,75,text/html
https://www.foxnews.com/video/6319999216112,62.0751953125,76,text/html
https://www.foxnews.com/video/6320041403112,61.455078125,75,text/html
https://www.foxnews.com/video/6320315523112,61.1298828125,76,text/html
https://www.foxnews.com/video/6321076092112,62.4609375,79,text/html
https://www.foxnews.com/video/topics/auto/style,305.650390625,122,text/html
https://www.foxnews.com/video/topics/entertainment/style,300.3828125,120,text/html
https://www.foxnews.com/video/6322097768112,61.9697265625,79,text/html
https://www.foxnews.com/video/6321519191112,60.8984375,75,text/html
https://www.foxnews.com/video/6322100113112,62.8955078125,78,text/html
https://www.foxnews.com/video/6323032184112,61.0126953125,76,text/html
https://www.foxnews.com/video/6326538927112,61.419921875,76,text/html
https://www.foxnews.com/video/6330151549112,61.015625,75,text/html
https://www.foxnews.com/video/6328701012112,60.046875,75,text/html
https://www.foxnews.com/video/6313250859112,62.6708984375,78,text/html
https://www.foxnews.com/video/6301426159001,61.3544921875,76,text/html
https://www.foxnews.com/video/6311041679112,62.71484375,76,text/html
https://www.foxnews.com/video/6301416141001,61.435546875,76,text/html
